logM200,sigma
13.68718,140.8124
13.41762,140.8124
13.17741,140.8124
12.88463,140.8124
12.46248,140.8124
12.54775,140.8124
12.58735,140.8124
12.70222,140.8124
12.5798,140.8124
12.62966,140.8124
13.08671,140.8124
12.72689,140.8124
12.60672,140.8124
12.54346,140.8124
13.02625,140.8124
13.34322,140.8124
12.62366,140.8124
12.47629,140.8124
12.95605,140.8124
12.362,140.8124
12.41229,140.8124
12.05961,140.8124
12.55967,140.8124
12.77985,140.8124
13.11634,140.777
13.03249,140.7238
13.24778,140.6795
12.80808,140.6353
13.18525,140.6353
12.77757,140.6353
12.67925,140.6353
13.1631,140.5998
11.67007,140.591
13.39097,140.5467
13.22432,140.5467
13.55653,140.5467
13.34457,140.5467
13.06471,140.5467
13.2561,140.5467
12.92318,140.5467
12.70609,140.5467
12.29154,140.5467
12.59978,140.5467
12.95331,140.5467
11.9953,140.5467
12.58218,140.5467
12.84071,140.5467
12.57073,140.5467
12.80432,140.5467
11.78857,140.5467
11.83371,140.5467
11.62511,140.5467
11.93082,140.5467
11.88374,140.5467
11.75871,140.5024
13.14783,140.4936
13.23419,140.4581
13.24483,140.4581
12.75974,140.4581
12.83698,140.4581
12.91395,140.4581
13.08546,140.4139
13.25716,140.3873
13.35129,140.3342
13.15533,140.281
13.27372,140.281
13.37653,140.281
13.54991,140.281
12.9091,140.281
13.17966,140.281
12.69122,140.281
12.93862,140.281
12.97604,140.281
13.08266,140.281
12.52703,140.281
12.83782,140.281
12.56471,140.281
12.88322,140.281
12.64767,140.281
12.51895,140.281
12.53247,140.281
12.3442,140.281
12.65413,140.281
12.92545,140.281
12.27699,140.281
11.81376,140.281
12.61266,140.281
12.77559,140.281
12.29348,140.281
12.97873,140.281
12.37818,140.281
12.85094,140.281
13.06574,140.281
12.06897,140.281
12.59177,140.281
12.66973,140.281
12.41467,140.281
12.45066,140.281
12.10766,140.281
12.44603,140.281
12.84199,140.157
13.59783,140.1482
13.35809,140.1216
14.13934,140.1039
12.71216,140.1039
12.36828,140.1039
12.51183,140.0153
13.25675,140.0153
13.30612,140.0153
13.8687,140.0153
13.43367,140.0153
13.00493,140.0153
12.7942,140.0153
12.71814,140.0153
12.73804,140.0153
12.56087,140.0153
12.94162,140.0153
12.57908,140.0153
12.71795,140.0153
12.81673,140.0153
12.52145,140.0153
12.57216,140.0153
12.2745,140.0153
11.95029,140.0153
12.78191,140.0153
12.09446,140.0153
12.42481,140.0153
11.47683,140.0153
14.26207,139.9711
12.59266,139.9711
13.12137,139.9622
13.65201,139.9268
12.50042,139.9268
12.95611,139.9268
13.06152,139.9268
12.19489,139.9268
12.8681,139.8205
13.01647,139.7851
13.53688,139.7686
12.58233,139.7496
13.47792,139.7496
13.08979,139.7496
12.93267,139.7496
13.18193,139.7496
13.05621,139.7496
12.92267,139.7496
13.17863,139.7496
13.08649,139.7496
12.89613,139.7496
12.64865,139.7496
12.4977,139.7496
12.47454,139.7496
12.6555,139.7496
12.60535,139.7496
12.92483,139.7496
12.8818,139.7496
12.78761,139.7496
12.8802,139.7496
12.7454,139.7496
12.09445,139.7496
12.74516,139.7496
12.67547,139.7496
13.03527,139.7496
12.89547,139.7496
12.53007,139.7496
12.5965,139.7496
12.57356,139.7496
11.7183,139.7496
12.17137,139.7496
11.82676,139.7496
12.32306,139.7496
13.22255,139.7319
12.68875,139.5725
13.53367,139.5725
13.13372,139.5725
13.10757,139.5725
13.05597,139.5725
13.15211,139.5725
13.05691,139.5725
13.2584,139.5725
12.32927,139.5725
11.88029,139.5725
12.22249,139.5725
13.90411,139.484
13.21158,139.484
12.98313,139.484
13.23384,139.484
12.58858,139.484
13.3006,139.484
12.83167,139.484
12.79956,139.484
12.94238,139.484
12.83838,139.484
12.37609,139.484
12.40615,139.484
12.58121,139.484
12.273,139.484
12.52766,139.484
12.08664,139.484
12.07405,139.484
12.60379,139.484
11.11099,139.484
13.90683,139.4476
13.90534,139.3954
13.48412,139.3954
12.54153,139.3954
13.35494,139.3954
12.97324,139.3954
13.11775,139.3777
12.3195,139.2626
13.03188,139.2183
13.47403,139.2183
13.09525,139.2183
12.75437,139.2183
13.15771,139.2183
13.20626,139.2183
12.6397,139.2183
13.23281,139.2183
12.85421,139.2183
12.68378,139.2183
12.85917,139.2183
13.33306,139.2183
12.65233,139.2183
12.92221,139.2183
12.86386,139.2183
12.51469,139.2183
12.40913,139.2183
12.33971,139.2183
12.87306,139.2183
12.4772,139.2183
12.73561,139.2183
12.48943,139.2183
12.33757,139.2183
12.31608,139.2183
12.38999,139.2183
12.50044,139.2183
12.0422,139.2183
12.22413,139.2183
11.99959,139.2183
11.54021,139.2183
13.24979,139.174
12.80812,139.1651
12.90763,139.1297
13.20284,139.1297
12.90233,139.112
12.78413,139.0854
12.41125,139.0854
13.47922,139.0589
13.13042,139.0412
12.73046,139.0412
12.77141,139.0412
12.13539,139.0412
12.74796,139.0412
12.8202,138.9906
13.82638,138.9526
13.47445,138.9526
12.80518,138.9526
13.02756,138.9526
13.39064,138.9526
12.98607,138.9526
12.81475,138.9526
12.96654,138.9526
13.20366,138.9526
12.62438,138.9526
12.47093,138.9526
13.10355,138.9526
12.63027,138.9526
12.55281,138.9526
12.75447,138.9526
11.89741,138.9526
12.76318,138.9526
11.522,138.9526
11.76804,138.9526
12.80254,138.864
12.74367,138.864
12.39179,138.8198
12.84627,138.8134
12.82157,138.7578
13.32691,138.7401
12.73373,138.7312
14.07892,138.6869
13.51464,138.6869
13.63313,138.6869
12.74239,138.6869
13.23335,138.6869
13.47412,138.6869
12.96875,138.6869
13.09538,138.6869
13.07751,138.6869
12.64498,138.6869
13.13376,138.6869
13.29169,138.6869
13.03628,138.6869
12.52307,138.6869
12.64846,138.6869
13.01911,138.6869
12.63203,138.6869
12.56262,138.6869
12.61704,138.6869
12.94601,138.6869
12.6548,138.6869
12.63094,138.6869
12.60009,138.6869
12.55591,138.6869
12.82059,138.6869
12.96487,138.6869
12.15071,138.6869
12.68349,138.6869
11.61067,138.6869
11.7391,138.6869
11.56275,138.6869
11.60534,138.6869
12.77255,138.5098
13.30921,138.5098
12.54797,138.4212
13.30957,138.4212
13.29473,138.4212
13.03232,138.4212
13.08209,138.4212
12.80581,138.4212
12.88781,138.4212
12.58017,138.4212
12.03663,138.4212
12.02081,138.4212
12.66755,138.4212
12.59782,138.4212
12.78989,138.4212
12.53394,138.4212
12.13358,138.4212
12.12177,138.4212
12.00396,138.4212
11.54954,138.4212
13.30348,138.3327
13.67802,138.3327
13.02927,138.3327
12.9507,138.3327
12.67414,138.3327
12.61438,138.3327
11.81166,138.3327
12.76564,138.1998
13.64757,138.1555
13.23704,138.1555
13.70228,138.1555
13.21523,138.1555
13.23248,138.1555
13.25125,138.1555
12.95394,138.1555
12.84524,138.1555
13.16356,138.1555
13.07878,138.1555
12.74347,138.1555
12.78811,138.1555
12.66066,138.1555
12.71177,138.1555
13.17345,138.1555
13.3442,138.1555
13.00814,138.1555
12.73116,138.1555
12.37678,138.1555
13.15916,138.1555
13.03524,138.1555
12.62401,138.1555
12.04223,138.1555
12.40777,138.1555
12.16181,138.1555
12.06459,138.1555
12.00953,138.1555
12.36722,138.1555
12.46488,138.1555
12.47658,138.1555
11.75606,138.1555
12.25251,138.1555
12.38955,138.1113
12.70147,137.9961
12.88739,137.9784
13.30166,137.9784
13.17415,137.9784
13.17965,137.9784
13.14183,137.9784
12.71068,137.9784
14.09138,137.8899
12.76505,137.8899
12.81952,137.8899
13.30379,137.8899
12.79169,137.8899
12.68215,137.8899
12.95155,137.8899
12.93897,137.8899
12.58987,137.8899
12.2404,137.8899
12.07297,137.8899
13.07935,137.8899
12.68317,137.8899
12.65717,137.8899
12.21785,137.8899
11.63219,137.8899
11.38646,137.8899
11.36972,137.8899
12.17651,137.8899
12.63371,137.8013
14.05117,137.8013
12.79407,137.8013
12.98907,137.8013
13.20562,137.8013
12.92711,137.8013
13.17717,137.8013
12.63567,137.8013
12.18563,137.8013
12.90813,137.757
12.76799,137.6685
13.45969,137.6242
13.08694,137.6242
12.80883,137.6242
13.19741,137.6242
13.32206,137.6242
12.77894,137.6242
12.70861,137.6242
12.77249,137.6242
12.86204,137.6242
12.50425,137.6242
12.81779,137.6242
12.8215,137.6242
12.74584,137.6242
12.34185,137.6242
12.37414,137.6242
12.67823,137.6242
12.24412,137.6242
12.81521,137.6242
12.32327,137.6242
12.34283,137.6242
12.58088,137.6242
12.53428,137.6242
12.91149,137.6242
12.30312,137.6242
12.20301,137.6242
11.78361,137.6242
11.05718,137.6242
13.15434,137.5799
13.29023,137.571
13.26208,137.5179
12.84372,137.5179
13.8478,137.4648
13.57692,137.4648
12.91663,137.4471
12.75998,137.4471
12.53568,137.4471
12.97643,137.4471
12.56987,137.4471
12.0218,137.4471
13.61393,137.4028
13.63526,137.388
13.63903,137.3585
13.25628,137.3585
13.22226,137.3585
13.19928,137.3585
13.00788,137.3585
12.63187,137.3585
12.79885,137.3585
12.79646,137.3585
12.56716,137.3585
12.65687,137.3585
12.61551,137.3585
12.60341,137.3585
11.96206,137.3585
12.42863,137.3585
12.417,137.3585
12.43355,137.3585
12.65854,137.3585
11.74621,137.3585
11.47123,137.3585
13.46661,137.3395
12.83639,137.3142
12.82515,137.2699
12.66585,137.2699
13.12987,137.2699
12.75126,137.1991
12.99876,137.1371
11.96846,137.0928
13.64212,137.0928
13.2702,137.0928
13.26565,137.0928
13.11069,137.0928
13.43208,137.0928
13.51052,137.0928
13.2232,137.0928
12.99899,137.0928
13.15712,137.0928
13.42952,137.0928
13.08849,137.0928
12.46192,137.0928
13.11398,137.0928
12.9863,137.0928
12.28492,137.0928
13.14966,137.0928
13.12295,137.0928
12.91402,137.0928
12.47012,137.0928
12.61371,137.0928
13.25383,137.0928
12.2356,137.0928
12.45469,137.0928
12.52086,137.0928
12.67663,137.0928
12.65144,137.0928
12.52016,137.0928
12.48895,137.0928
12.69552,137.0928
12.81691,137.0928
12.77725,137.0928
12.48947,137.0928
12.82879,137.0928
12.36518,137.0928
12.50644,137.0928
11.95529,137.0928
11.60949,137.0928
12.24095,137.0928
12.04615,137.0928
11.45013,137.0928
13.23475,137.0485
13.0095,137.0042
12.93814,136.9157
12.93649,136.9157
13.34881,136.9157
12.78592,136.9157
13.07395,136.9157
12.07354,136.9157
13.71817,136.8271
13.6507,136.8271
12.93214,136.8271
12.87512,136.8271
13.17489,136.8271
12.70864,136.8271
12.86805,136.8271
13.00043,136.8271
12.76737,136.8271
12.65676,136.8271
12.15766,136.8271
12.84844,136.8271
12.5262,136.8271
12.90712,136.8271
12.64803,136.8271
12.14595,136.8271
11.83593,136.8271
11.90997,136.8271
11.66974,136.8271
11.22915,136.8271
11.45182,136.8271
13.48191,136.7828
13.59903,136.774
12.69988,136.774
13.77348,136.7386
12.84004,136.7386
13.23058,136.7386
12.65719,136.7386
12.5779,136.7386
12.41732,136.7386
13.51488,136.7031
13.20223,136.6943
12.94059,136.6943
13.58446,136.5867
12.34137,136.5614
13.18288,136.5614
12.94413,136.5614
12.73195,136.5614
12.78769,136.5614
12.88065,136.5614
12.45787,136.5614
12.81978,136.5614
12.82635,136.5614
12.74961,136.5614
12.76987,136.5614
12.24833,136.5614
12.58642,136.5614
12.09634,136.5614
12.18161,136.5614
12.64812,136.5614
12.36946,136.5614
11.56191,136.5614
12.31199,136.5614
12.58566,136.5614
11.84194,136.5614
12.40445,136.5614
12.41328,136.5614
11.97826,136.5614
11.87876,136.5614
13.05948,136.4729
12.9129,136.402
13.85427,136.3843
13.49547,136.3843
13.34931,136.3843
13.22488,136.3843
13.11736,136.3843
13.30086,136.3843
12.77961,136.3843
12.2604,136.3843
12.83398,136.3843
12.70415,136.3843
12.35907,136.3843
12.87982,136.3548
13.05125,136.2958
13.61976,136.2958
13.01196,136.2958
13.06105,136.2958
12.84633,136.2958
13.30878,136.2958
13.83331,136.2958
12.88073,136.2958
12.73574,136.2958
12.89977,136.2958
12.94633,136.2958
12.99397,136.2958
13.43086,136.2958
12.52643,136.2958
12.24095,136.2958
12.17715,136.2958
11.9478,136.2958
12.20217,136.2958
12.23503,136.2958
13.57381,136.2426
12.84212,136.2426
13.26368,136.2072
12.85034,136.2072
13.20939,136.2072
11.48916,136.2072
12.44,136.1629
12.98303,136.1363
13.14188,136.0807
12.29442,136.0744
12.45263,136.0301
13.57392,136.0301
13.1439,136.0301
12.83099,136.0301
12.92615,136.0301
13.23735,136.0301
13.17215,136.0301
12.82277,136.0301
13.20957,136.0301
12.14917,136.0301
13.16227,136.0301
12.73691,136.0301
12.70347,136.0301
13.29321,136.0301
12.90271,136.0301
12.16399,136.0301
13.13363,136.0301
12.50931,136.0301
12.95893,136.0301
12.51236,136.0301
12.05622,136.0301
12.28539,136.0301
12.30245,136.0301
12.06977,136.0301
12.85616,136.0301
12.50963,136.0301
12.59446,136.0301
12.52399,136.0301
11.8829,136.0301
12.63362,136.0301
12.90128,136.0301
12.35254,136.0301
12.00307,136.0301
11.91921,136.0301
12.1597,136.0301
13.08675,135.9769
13.05508,135.9731
13.48248,135.9415
12.77173,135.9415
13.07545,135.8972
13.64854,135.853
13.09195,135.853
13.05664,135.853
12.58919,135.853
13.78374,135.8087
13.17788,135.7644
13.86829,135.7644
13.35008,135.7644
13.18904,135.7644
13.02886,135.7644
12.79626,135.7644
13.34128,135.7644
13.43956,135.7644
12.55714,135.7644
13.15683,135.7644
13.1922,135.7644
13.22179,135.7644
13.09535,135.7644
13.26853,135.7644
13.34635,135.7644
13.13356,135.7644
12.75554,135.7644
12.73223,135.7644
12.9507,135.7644
12.65515,135.7644
12.81748,135.7644
12.7541,135.7644
12.6916,135.7644
12.59115,135.7644
12.6506,135.7644
12.15374,135.7644
11.70631,135.7644
12.62651,135.7644
11.97969,135.7644
11.94327,135.7644
11.35585,135.7644
13.59109,135.7201
12.97554,135.6758
12.86266,135.6758
12.7415,135.6758
12.6098,135.6758
13.19623,135.6758
12.13534,135.6758
12.76456,135.6758
12.09333,135.6758
13.5785,135.6581
13.30562,135.6264
12.44874,135.543
13.27051,135.4987
13.23001,135.4987
12.78364,135.4987
13.02152,135.4987
13.15034,135.4987
12.97346,135.4987
12.74186,135.4987
12.91803,135.4987
12.54773,135.4987
12.20399,135.4987
12.59565,135.4987
12.35845,135.4987
12.09878,135.4987
12.40062,135.4987
12.24076,135.4987
12.36149,135.4987
11.95198,135.4987
12.13148,135.4987
11.8835,135.4987
12.37345,135.4987
11.7302,135.4987
11.57374,135.4987
12.38386,135.4987
12.632,135.4987
11.58334,135.4987
11.507,135.4987
11.10181,135.4987
13.29937,135.4544
13.48223,135.3216
13.30532,135.3216
12.87276,135.3216
12.65512,135.3216
12.40203,135.3216
12.01767,135.3216
12.98785,135.2773
14.23846,135.233
13.09005,135.233
13.10514,135.233
12.3952,135.233
13.02956,135.233
13.05077,135.233
12.88363,135.233
13.26426,135.233
12.97569,135.233
13.07773,135.233
12.49539,135.233
12.58727,135.233
12.65905,135.233
12.62048,135.233
12.78719,135.233
12.29026,135.233
12.4632,135.233
11.86884,135.233
11.87126,135.233
11.65027,135.233
12.2879,135.233
12.45232,135.233
11.47448,135.233
11.91014,135.1445
12.95971,135.1445
13.0524,135.1445
13.03924,135.1445
12.6382,135.1445
12.84997,135.1002
12.91631,135.0116
12.87538,135.0116
13.3004,134.9673
13.39775,134.9673
13.22025,134.9673
13.4085,134.9673
13.75159,134.9673
12.79903,134.9673
13.50844,134.9673
13.5294,134.9673
12.90267,134.9673
13.11123,134.9673
13.15287,134.9673
13.16531,134.9673
12.95941,134.9673
13.08407,134.9673
12.36448,134.9673
12.6987,134.9673
12.75188,134.9673
12.71717,134.9673
12.63782,134.9673
12.9804,134.9673
12.66429,134.9673
12.48869,134.9673
12.04112,134.9673
11.9337,134.9673
12.60696,134.9673
12.37158,134.9673
12.08177,134.9673
12.35828,134.9673
12.62916,134.9673
12.34414,134.9673
12.01048,134.9673
11.7334,134.9673
12.25614,134.9673
11.84127,134.9673
13.30913,134.8788
13.07296,134.7902
12.99531,134.7902
12.75282,134.7902
12.80763,134.7902
11.64971,134.7902
12.9113,134.7548
12.47092,134.7017
13.7335,134.7017
13.48252,134.7017
13.02714,134.7017
13.76812,134.7017
13.02449,134.7017
13.21153,134.7017
12.96936,134.7017
12.77476,134.7017
12.69746,134.7017
12.43393,134.7017
12.27081,134.7017
13.30942,134.7017
12.24843,134.7017
12.50085,134.7017
12.31174,134.7017
12.14969,134.7017
12.03274,134.7017
12.11671,134.7017
12.36299,134.7017
11.46196,134.7017
12.47637,134.6384
13.35151,134.6279
13.26388,134.6131
13.35636,134.6131
12.97724,134.6131
12.97668,134.6131
13.6638,134.6131
13.23685,134.6131
12.51869,134.6131
12.65531,134.6131
12.71762,134.6131
12.86514,134.6131
12.48623,134.6131
13.46447,134.5954
12.95035,134.5688
13.23699,134.5245
13.37277,134.436
13.61177,134.436
13.34718,134.436
12.9746,134.436
13.57828,134.436
12.99632,134.436
12.80746,134.436
12.91032,134.436
12.99223,134.436
13.11458,134.436
12.93926,134.436
13.42942,134.436
12.68242,134.436
12.84125,134.436
13.42896,134.436
12.48066,134.436
12.63496,134.436
13.20885,134.436
13.16961,134.436
12.5707,134.436
13.49112,134.436
12.67684,134.436
12.04652,134.436
12.42852,134.436
12.17491,134.436
12.15426,134.436
12.90204,134.436
12.1556,134.436
11.65108,134.436
11.57293,134.436
12.25746,134.3885
13.02506,134.3474
13.67141,134.297
13.45343,134.2589
13.58889,134.2589
13.23421,134.2589
13.36879,134.2589
12.48073,134.2589
12.67822,134.2589
12.57661,134.2589
13.72711,134.1703
13.37712,134.1703
13.28841,134.1703
13.51806,134.1703
13.08919,134.1703
12.94281,134.1703
13.18169,134.1703
12.87915,134.1703
13.2367,134.1703
12.3961,134.1703
12.7087,134.1703
12.88502,134.1703
12.90191,134.1703
12.64809,134.1703
12.88031,134.1703
12.78688,134.1703
12.81521,134.1703
13.41596,134.1703
12.7301,134.1703
12.26071,134.1703
12.02981,134.1703
12.39266,134.1703
11.80482,134.1703
12.027,134.1703
11.62614,134.1703
11.33295,134.1703
13.65863,134.0817
13.22682,134.0817
13.04035,134.0817
12.91975,134.0817
13.12796,134.0817
12.44193,134.0817
12.98346,134.064
12.95248,134.0374
13.01522,134.0374
13.08583,134.0109
13.12013,133.9299
13.68252,133.9046
13.40147,133.9046
13.28229,133.9046
13.3248,133.9046
13.19854,133.9046
13.05556,133.9046
13.13334,133.9046
12.754,133.9046
12.96877,133.9046
12.42192,133.9046
13.09865,133.9046
12.76767,133.9046
12.77102,133.9046
12.69968,133.9046
12.68896,133.9046
12.65563,133.9046
12.41841,133.9046
12.41632,133.9046
12.93008,133.9046
12.37138,133.9046
11.88832,133.9046
12.735,133.9046
12.1448,133.9046
11.71282,133.9046
11.63474,133.9046
13.4309,133.8667
13.56953,133.8603
13.42141,133.8515
12.15879,133.7983
13.32072,133.7275
13.10899,133.7275
13.40622,133.7275
12.98784,133.7275
12.20301,133.7275
13.04321,133.6832
13.53387,133.6389
13.66064,133.6389
13.00061,133.6389
12.88104,133.6389
12.51555,133.6389
12.41427,133.6389
12.4867,133.6389
11.9105,133.6389
12.13618,133.6389
12.28412,133.6389
12.45149,133.6389
12.20026,133.6389
12.92907,133.6389
12.93469,133.6389
11.96064,133.6389
12.73394,133.6389
12.48986,133.6389
12.27122,133.6389
12.54537,133.6389
11.89023,133.6389
12.31557,133.6389
12.11381,133.6389
11.87988,133.6389
11.83526,133.6389
11.80888,133.6389
12.44887,133.6158
13.84026,133.5504
13.03764,133.5504
12.98297,133.5504
13.11723,133.5504
13.12601,133.4795
13.77976,133.4204
13.36019,133.3732
13.81668,133.3732
13.37073,133.3732
13.03994,133.3732
13.27154,133.3732
13.18555,133.3732
13.11008,133.3732
12.59208,133.3732
12.78306,133.3732
12.39562,133.3732
12.6543,133.3732
12.86842,133.3732
12.41891,133.3732
13.17809,133.3732
12.7207,133.3732
12.98689,133.3732
13.0535,133.3732
13.06637,133.3732
12.74505,133.3732
12.64185,133.3732
12.61511,133.3732
12.57825,133.3732
12.27152,133.3732
12.33725,133.3732
12.32529,133.3732
12.22418,133.3732
11.83728,133.3732
12.56761,133.3732
12.89293,133.329
13.1953,133.1961
12.75372,133.1961
12.35802,133.1961
13.37031,133.1076
13.39227,133.1076
13.54542,133.1076
12.51787,133.1076
12.78142,133.1076
12.96402,133.1076
12.79065,133.1076
12.67779,133.1076
12.75783,133.1076
12.34363,133.1076
12.65352,133.1076
12.38439,133.1076
12.42604,133.1076
12.41904,133.1076
11.63457,133.1076
11.94832,133.1076
11.66501,133.1076
12.46403,133.1076
11.54631,133.1076
13.63595,133.0544
13.47494,133.0544
13.44731,133.019
13.42717,133.019
13.16052,133.019
12.71766,133.019
13.02704,133.019
12.98506,133.019
12.52749,133.019
13.23327,132.9747
12.86111,132.9481
12.5712,132.8988
13.30033,132.895
12.74551,132.8773
13.42365,132.8419
13.41327,132.8419
13.71427,132.8419
13.64494,132.8419
13.2988,132.8419
13.01155,132.8419
13.06309,132.8419
12.88652,132.8419
13.08458,132.8419
12.95676,132.8419
12.33565,132.8419
12.9569,132.8419
12.80537,132.8419
13.02164,132.8419
12.62772,132.8419
12.94656,132.8419
12.47923,132.8419
12.69564,132.8419
12.85811,132.8419
12.73783,132.8419
12.37029,132.8419
12.29313,132.8419
12.501,132.8419
12.77497,132.8419
13.25184,132.8419
12.53901,132.8419
12.2451,132.8419
12.37513,132.8419
12.28953,132.8419
12.35,132.8419
12.61784,132.8419
11.76248,132.8419
11.63718,132.8419
13.09748,132.7976
12.75845,132.7976
13.62776,132.6647
13.00534,132.6647
12.93937,132.6647
13.09327,132.6647
12.74002,132.6647
12.45974,132.6647
11.77358,132.6647
11.74452,132.6647
13.06278,132.6205
13.5829,132.5762
13.03424,132.5762
12.82367,132.5762
12.80411,132.5762
13.00812,132.5762
13.17302,132.5762
12.8091,132.5762
12.67246,132.5762
13.15878,132.5762
12.60487,132.5762
12.90144,132.5762
12.77394,132.5762
12.67691,132.5762
12.59467,132.5762
12.74695,132.5762
11.97195,132.5762
12.55752,132.5762
11.72461,132.5762
12.98467,132.5319
13.698,132.4876
13.42427,132.4876
13.11291,132.4876
12.55728,132.4876
12.22335,132.4876
12.58315,132.4876
13.28032,132.4857
13.58326,132.3105
13.00372,132.3105
13.6737,132.3105
13.48278,132.3105
13.18258,132.3105
13.38617,132.3105
12.788,132.3105
13.09547,132.3105
12.97455,132.3105
12.60051,132.3105
12.6288,132.3105
12.59554,132.3105
12.69543,132.3105
12.64348,132.3105
12.58702,132.3105
12.31973,132.3105
12.29008,132.3105
13.05578,132.3105
12.55844,132.3105
12.19205,132.3105
12.27418,132.3105
12.05828,132.3105
11.96574,132.3105
12.16146,132.3105
11.87738,132.3105
12.55579,132.3105
12.25062,132.3105
12.10671,132.3105
12.76568,132.1777
13.37053,132.1511
13.21561,132.1334
12.4879,132.1334
13.10674,132.1334
12.61387,132.1334
13.37653,132.0543
13.75392,132.0448
13.30516,132.0448
13.21424,132.0448
13.27129,132.0448
13.05009,132.0448
12.99992,132.0448
13.50452,132.0448
13.67121,132.0448
13.11233,132.0448
12.42576,132.0448
12.33519,132.0448
13.41564,132.0448
12.17211,132.0448
12.84129,132.0448
12.63393,132.0448
12.69827,132.0448
12.52905,132.0448
12.84035,132.0448
12.7111,132.0448
12.561,132.0448
12.36768,132.0448
12.49227,132.0448
12.67451,132.0448
12.31466,132.0448
12.12442,132.0448
12.29576,132.0448
13.16469,132.0448
12.24666,132.0448
12.15971,132.0448
12.08029,132.0448
11.96432,132.0448
11.56966,132.0448
12.98236,132.0005
13.20873,131.974
13.38966,131.9563
13.14289,131.9563
12.89712,131.9563
12.21987,131.9563
12.82373,131.9563
12.69254,131.9563
11.88121,131.9563
12.31866,131.8677
13.94582,131.8226
13.74289,131.7791
13.056,131.7791
13.00728,131.7791
13.39504,131.7791
13.34665,131.7791
13.42207,131.7791
13.14941,131.7791
13.06442,131.7791
12.902,131.7791
12.5223,131.7791
12.26547,131.7791
12.34883,131.7791
12.05552,131.7791
12.29213,131.7791
12.40861,131.7791
12.20565,131.7791
12.2976,131.7791
12.60277,131.7791
12.19933,131.7791
11.90719,131.7791
11.57253,131.7791
11.59761,131.7791
12.80649,131.6906
13.28008,131.602
12.72494,131.602
12.82655,131.602
13.23719,131.602
12.38904,131.602
13.33578,131.5666
13.01646,131.5489
13.11629,131.5135
13.1001,131.5135
13.41447,131.5135
12.95556,131.5135
12.89527,131.5135
13.21574,131.5135
12.84974,131.5135
13.40538,131.5135
13.06552,131.5135
13.00895,131.5135
13.31203,131.5135
13.26838,131.5135
12.87428,131.5135
12.3961,131.5135
12.56885,131.5135
12.38976,131.5135
12.33676,131.5135
12.5183,131.5135
12.42154,131.5135
12.45257,131.5135
12.13845,131.5135
12.24479,131.5135
12.3897,131.5135
12.78576,131.5135
12.28624,131.5135
12.30231,131.5135
12.09726,131.5135
12.0637,131.5135
13.41323,131.4899
12.83313,131.4249
12.45658,131.4249
11.93189,131.4249
13.51416,131.3895
13.5916,131.3363
13.04802,131.3363
13.46433,131.2478
13.27709,131.2478
13.13155,131.2478
12.80097,131.2478
13.15461,131.2478
12.80681,131.2478
12.93504,131.2478
12.53255,131.2478
12.16478,131.2478
12.94217,131.2478
13.04549,131.2478
12.71191,131.2478
12.72222,131.2478
12.56427,131.2478
12.24865,131.2478
12.65289,131.2478
12.21342,131.2478
12.29785,131.2478
11.80647,131.2478
11.32196,131.2478
11.51598,131.2478
12.2278,131.1415
13.07141,131.1415
13.30621,131.1238
12.66767,131.1149
13.24456,131.0884
14.25473,131.0706
13.19085,131.0706
13.27735,131.0706
11.90758,131.0706
12.945,130.9821
12.7385,130.9821
13.17189,130.9821
12.61541,130.9821
12.77326,130.9821
12.65328,130.9821
12.73128,130.9821
12.65031,130.9821
12.93547,130.9821
12.75645,130.9821
13.0093,130.9821
12.65015,130.9821
12.47522,130.9821
12.11212,130.9821
11.96876,130.9821
12.56434,130.9821
12.49849,130.9821
12.34561,130.9821
11.72106,130.9821
11.83085,130.9821
12.29037,130.9821
11.95414,130.9821
11.5236,130.9821
12.95116,130.9378
13.14628,130.9378
13.17753,130.8935
12.85767,130.8227
13.59502,130.805
13.38297,130.7695
13.16888,130.767
12.99119,130.7607
13.42049,130.7164
13.33749,130.7164
13.06922,130.7164
13.70376,130.7164
13.11909,130.7164
13.19107,130.7164
13.11109,130.7164
12.77361,130.7164
12.69992,130.7164
12.95519,130.7164
13.20013,130.7164
12.7563,130.7164
13.54271,130.7164
12.57901,130.7164
12.56829,130.7164
12.78254,130.7164
12.44371,130.7164
12.76323,130.7164
12.41685,130.7164
12.39118,130.7164
12.19101,130.7164
12.47118,130.7164
12.6017,130.7164
12.14875,130.7164
12.15065,130.7164
12.53303,130.7164
12.18271,130.7164
12.05427,130.7164
12.4669,130.7164
11.82444,130.7164
12.7827,130.5393
12.89729,130.5393
12.55392,130.5393
12.27197,130.5393
12.28418,130.5393
13.54091,130.495
12.7416,130.495
13.54651,130.4507
13.16662,130.4507
12.84524,130.4507
13.33562,130.4507
13.45184,130.4507
12.58635,130.4507
12.99963,130.4507
12.46875,130.4507
12.41243,130.4507
12.6816,130.4507
12.73088,130.4507
12.60448,130.4507
12.87079,130.4507
12.62843,130.4507
12.26574,130.4507
12.00961,130.4507
12.47821,130.4507
12.86088,130.4507
12.41232,130.4507
12.43708,130.4507
12.32363,130.4507
12.54471,130.4507
13.06908,130.4507
11.6456,130.4507
12.88148,130.4507
11.65693,130.4507
11.47046,130.4507
12.62865,130.4064
12.54161,130.3748
12.64505,130.3622
12.23867,130.3622
12.75439,130.3622
13.59015,130.2293
13.05376,130.2293
12.61338,130.2293
