logM200,sigma
11.52888,93.78636
12.8267,93.73322
12.81646,93.6978
12.34347,93.6978
12.92139,93.6978
12.69744,93.6978
12.08855,93.6978
12.33137,93.6978
12.18222,93.6978
13.10333,93.66238
13.30086,93.64466
11.80699,93.52068
12.94973,93.52068
13.62755,93.52068
13.27684,93.52068
13.06923,93.52068
13.29245,93.52068
13.40013,93.52068
13.26184,93.52068
12.88969,93.52068
13.08748,93.52068
13.09949,93.52068
13.252,93.52068
13.0572,93.52068
12.90301,93.52068
12.70496,93.52068
12.87818,93.52068
12.11206,93.52068
13.0461,93.52068
12.80077,93.52068
12.36223,93.52068
12.11727,93.52068
12.22197,93.52068
12.15732,93.52068
13.01181,93.52068
12.01312,93.52068
12.48656,93.52068
12.1063,93.52068
11.65989,93.52068
12.66157,93.52068
12.03918,93.52068
11.48145,93.52068
11.68966,93.52068
11.50246,93.52068
11.34139,93.52068
11.15923,93.52068
11.45976,93.52068
13.13858,93.4764
12.76318,93.44688
12.794,93.43212
13.29511,93.34355
12.87172,93.34355
12.37307,93.34355
11.93995,93.34355
12.10975,93.25499
13.48755,93.25499
13.60692,93.25499
13.23673,93.25499
13.2401,93.25499
13.83037,93.25499
12.92113,93.25499
12.84809,93.25499
13.28784,93.25499
12.94141,93.25499
12.96331,93.25499
13.11352,93.25499
13.46624,93.25499
13.39517,93.25499
12.84137,93.25499
13.11763,93.25499
12.90732,93.25499
12.64951,93.25499
12.85781,93.25499
12.71066,93.25499
12.41774,93.25499
12.34954,93.25499
12.45709,93.25499
12.60852,93.25499
12.44712,93.25499
12.37874,93.25499
12.20696,93.25499
12.71563,93.25499
12.12258,93.25499
11.65886,93.25499
11.84315,93.25499
11.76466,93.25499
11.438,93.25499
11.0261,93.25499
12.84049,93.16643
13.13235,93.16643
12.64821,93.16643
12.98156,93.16643
11.88164,93.16643
12.00985,93.16643
13.12681,93.06016
13.17615,93.03359
13.81706,92.98931
13.6149,92.98931
13.24846,92.98931
13.06144,92.98931
13.55221,92.98931
13.25443,92.98931
13.45298,92.98931
12.88241,92.98931
13.46657,92.98931
12.96385,92.98931
13.26785,92.98931
13.02705,92.98931
12.97338,92.98931
12.91722,92.98931
13.03488,92.98931
12.72948,92.98931
13.11167,92.98931
12.77009,92.98931
12.65073,92.98931
12.98186,92.98931
12.35346,92.98931
12.78935,92.98931
12.38442,92.98931
12.45765,92.98931
12.38214,92.98931
12.43668,92.98931
12.85353,92.98931
12.54762,92.98931
12.59116,92.98931
12.42611,92.98931
12.31529,92.98931
12.34637,92.98931
12.07246,92.98931
11.79009,92.98931
12.18545,92.98931
12.76844,92.98931
12.12514,92.98931
11.64473,92.98931
12.22663,92.98931
11.75932,92.98931
11.3679,92.98931
12.46309,92.98931
11.98675,92.98931
11.22791,92.98931
11.27458,92.98931
12.36005,92.94503
13.02152,92.81219
13.1687,92.81219
12.9549,92.81219
12.21868,92.81219
12.45651,92.81219
12.4312,92.81219
12.29543,92.81219
12.33616,92.81219
12.78196,92.76791
12.4549,92.74134
13.20371,92.72363
13.54942,92.72363
13.58673,92.72363
13.02091,92.72363
12.42167,92.72363
12.64535,92.72363
13.33756,92.72363
12.7422,92.72363
12.72355,92.72363
12.6248,92.72363
12.52321,92.72363
13.09124,92.72363
12.62557,92.72363
12.81527,92.72363
12.4583,92.72363
13.05956,92.72363
12.63364,92.72363
12.47411,92.72363
12.50676,92.72363
12.25875,92.72363
12.56031,92.72363
12.3989,92.72363
12.09489,92.72363
12.42894,92.72363
12.27598,92.72363
12.43209,92.72363
11.64622,92.72363
12.21296,92.72363
12.01469,92.72363
12.70689,92.72363
12.46456,92.72363
13.13812,92.72363
12.70934,92.72363
12.29225,92.72363
12.13424,92.72363
12.29731,92.72363
11.87613,92.72363
11.95842,92.72363
11.76052,92.72363
11.46395,92.72363
11.61963,92.72363
11.18047,92.72363
13.67335,92.63506
12.72579,92.63506
12.36504,92.63506
12.33011,92.63506
13.31417,92.59078
13.33795,92.59078
13.03456,92.59078
13.66078,92.5465
12.10099,92.45794
13.29389,92.45794
12.71237,92.45794
13.03554,92.45794
12.29342,92.45794
12.56213,92.45794
12.83388,92.45794
12.38273,92.45794
12.70318,92.45794
13.22601,92.45794
12.88649,92.45794
12.54727,92.45794
12.20556,92.45794
12.58042,92.45794
12.68505,92.45794
11.85821,92.45794
12.41582,92.45794
11.7953,92.45794
12.19934,92.45794
12.38804,92.45794
11.78549,92.45794
12.26829,92.45794
12.20248,92.45794
12.62236,92.45794
12.27285,92.45794
12.12675,92.45794
12.10558,92.45794
11.55926,92.45794
11.85057,92.45794
11.9434,92.45794
11.47017,92.45794
11.48889,92.45794
11.36135,92.45794
12.62886,92.41366
13.13646,92.3251
13.34312,92.28082
13.26235,92.28082
12.61817,92.28082
12.33557,92.28082
12.81268,92.28082
12.20017,92.28082
11.51833,92.28082
13.90444,92.19226
13.33473,92.19226
13.18066,92.19226
13.26503,92.19226
12.93036,92.19226
13.54841,92.19226
13.31946,92.19226
13.12975,92.19226
13.31042,92.19226
12.43258,92.19226
12.7708,92.19226
12.71758,92.19226
12.35314,92.19226
12.14852,92.19226
12.57018,92.19226
12.19558,92.19226
12.66025,92.19226
12.79116,92.19226
12.78196,92.19226
12.71343,92.19226
12.18506,92.19226
12.18765,92.19226
12.19724,92.19226
11.6649,92.19226
12.17586,92.19226
12.03995,92.19226
11.47494,92.19226
11.30141,92.19226
13.20901,92.1037
12.82115,92.1037
13.30805,92.06827
12.756,92.05942
12.13827,92.05942
13.55459,91.92657
14.00641,91.92657
13.27642,91.92657
13.36966,91.92657
13.15439,91.92657
13.20423,91.92657
13.24598,91.92657
12.73568,91.92657
12.94571,91.92657
13.48123,91.92657
13.46639,91.92657
13.28048,91.92657
13.06033,91.92657
12.66388,91.92657
12.64529,91.92657
12.96111,91.92657
12.85828,91.92657
12.69216,91.92657
12.487,91.92657
12.85514,91.92657
12.65546,91.92657
12.57755,91.92657
12.26054,91.92657
12.92663,91.92657
12.74847,91.92657
12.36133,91.92657
12.5071,91.92657
12.60802,91.92657
12.63735,91.92657
12.10649,91.92657
11.87479,91.92657
12.4407,91.92657
12.30772,91.92657
12.09884,91.92657
11.35441,91.92657
11.70072,91.92657
12.10295,91.92657
11.73703,91.92657
11.80015,91.92657
11.61177,91.92657
11.29749,91.92657
11.11548,91.92657
11.05925,91.92657
11.27478,91.87344
13.03858,91.79373
13.38766,91.74945
13.34695,91.74945
12.91562,91.74945
12.30975,91.74945
11.91185,91.74945
12.26367,91.74945
13.53652,91.66089
13.41222,91.66089
13.02888,91.66089
12.90866,91.66089
12.98847,91.66089
13.09062,91.66089
12.84014,91.66089
13.30484,91.66089
13.23483,91.66089
12.67215,91.66089
13.28719,91.66089
13.12049,91.66089
12.98949,91.66089
12.8441,91.66089
12.29771,91.66089
12.93848,91.66089
12.44079,91.66089
12.60457,91.66089
12.54674,91.66089
12.95339,91.66089
12.45825,91.66089
11.48807,91.66089
12.62248,91.66089
12.38859,91.66089
12.61265,91.66089
11.85815,91.66089
12.05823,91.66089
11.87895,91.66089
11.89235,91.66089
12.17768,91.66089
12.15746,91.66089
12.05889,91.66089
12.13078,91.66089
11.40191,91.66089
11.54809,91.66089
11.65204,91.66089
11.58919,91.66089
11.16652,91.66089
11.61959,91.66089
12.53579,91.61661
13.89958,91.57233
13.0333,91.57233
12.44049,91.57233
12.91098,91.48377
12.49617,91.39521
11.68778,91.39521
14.02489,91.39521
13.38602,91.39521
12.99135,91.39521
13.16075,91.39521
13.26324,91.39521
13.08868,91.39521
12.85541,91.39521
12.86031,91.39521
12.96855,91.39521
13.16863,91.39521
12.64406,91.39521
12.67401,91.39521
13.1623,91.39521
12.6714,91.39521
12.81914,91.39521
12.99012,91.39521
12.80937,91.39521
12.90488,91.39521
12.63612,91.39521
12.75801,91.39521
12.88874,91.39521
12.45292,91.39521
12.51543,91.39521
12.40388,91.39521
12.41469,91.39521
12.51051,91.39521
12.27708,91.39521
11.74829,91.39521
11.8713,91.39521
11.74,91.39521
11.80629,91.39521
12.43659,91.39521
12.47433,91.39521
12.5145,91.39521
11.46823,91.39521
11.92455,91.39521
11.57916,91.39521
12.45641,91.39521
11.69301,91.39521
13.18219,91.21808
13.45151,91.21808
13.0243,91.21808
12.93092,91.21808
12.57457,91.21808
12.17099,91.21808
11.61013,91.21808
13.16483,91.20209
13.93664,91.12952
13.48256,91.12952
13.05776,91.12952
12.84785,91.12952
13.05088,91.12952
12.46936,91.12952
13.45733,91.12952
12.8757,91.12952
12.60149,91.12952
12.83228,91.12952
12.64858,91.12952
12.60203,91.12952
12.98945,91.12952
12.47544,91.12952
12.79371,91.12952
12.63903,91.12952
12.60723,91.12952
12.46778,91.12952
12.67607,91.12952
12.64662,91.12952
12.77769,91.12952
13.09196,91.12952
12.46422,91.12952
12.56314,91.12952
12.63325,91.12952
12.61088,91.12952
12.35497,91.12952
11.94677,91.12952
12.26111,91.12952
12.07815,91.12952
12.30525,91.12952
12.2342,91.12952
12.02893,91.12952
11.78068,91.12952
11.94249,91.12952
11.38973,91.12952
11.27575,91.12952
11.24171,91.12952
11.16141,91.12952
11.38249,91.12952
13.79115,91.04096
12.88252,91.04096
12.32801,91.04096
12.59767,91.04096
12.94225,90.99668
12.61706,90.90812
13.01083,90.86384
12.98755,90.86384
13.15868,90.86384
13.31483,90.86384
12.81988,90.86384
12.72731,90.86384
13.00646,90.86384
12.36124,90.86384
12.61392,90.86384
12.83346,90.86384
12.92674,90.86384
12.20378,90.86384
12.60895,90.86384
12.16076,90.86384
12.96053,90.86384
12.77785,90.86384
12.57664,90.86384
12.58863,90.86384
12.77652,90.86384
12.70382,90.86384
12.89794,90.86384
12.6093,90.86384
12.45262,90.86384
12.20453,90.86384
12.5947,90.86384
12.51208,90.86384
12.47362,90.86384
11.99008,90.86384
12.39818,90.86384
11.7278,90.86384
11.71429,90.86384
12.6718,90.86384
12.73677,90.86384
12.04963,90.86384
12.21294,90.86384
12.14541,90.86384
12.15174,90.86384
12.14324,90.86384
12.91388,90.86384
11.7339,90.86384
12.22544,90.86384
11.89701,90.86384
11.74941,90.86384
11.58375,90.86384
11.22289,90.86384
12.06037,90.8107
13.38449,90.68672
13.0967,90.68672
12.84528,90.68672
12.89819,90.68672
12.15588,90.68672
12.43075,90.68672
11.2595,90.68672
12.81874,90.64244
13.14773,90.64244
12.29456,90.61587
12.27571,90.59816
13.66729,90.59816
12.66841,90.59816
13.56822,90.59816
13.55935,90.59816
13.68567,90.59816
13.73027,90.59816
12.92325,90.59816
12.86946,90.59816
12.61288,90.59816
13.18494,90.59816
12.8893,90.59816
12.67966,90.59816
13.05304,90.59816
12.58016,90.59816
12.6863,90.59816
12.56032,90.59816
12.71023,90.59816
12.70691,90.59816
12.55806,90.59816
12.48836,90.59816
12.96977,90.59816
12.61223,90.59816
12.6496,90.59816
12.35114,90.59816
12.48633,90.59816
12.47777,90.59816
12.40146,90.59816
12.74125,90.59816
12.70273,90.59816
12.67345,90.59816
12.49673,90.59816
12.40868,90.59816
11.98616,90.59816
11.86128,90.59816
11.78765,90.59816
12.48329,90.59816
11.67051,90.59816
11.58639,90.59816
11.8113,90.59816
11.44002,90.59816
11.36336,90.59816
11.48715,90.59816
11.74329,90.59816
11.66879,90.59816
12.78683,90.55388
13.36445,90.50959
13.09992,90.50959
13.20473,90.50959
13.05934,90.50959
13.30831,90.33247
13.3202,90.33247
13.44556,90.33247
12.60455,90.33247
12.8795,90.33247
12.84554,90.33247
13.26151,90.33247
12.83039,90.33247
13.15018,90.33247
12.75851,90.33247
13.14239,90.33247
12.62643,90.33247
13.12338,90.33247
13.05336,90.33247
12.80675,90.33247
12.71377,90.33247
12.83573,90.33247
13.02249,90.33247
13.01444,90.33247
12.92036,90.33247
12.76434,90.33247
12.36397,90.33247
12.58648,90.33247
12.44991,90.33247
12.99758,90.33247
13.01722,90.33247
12.05477,90.33247
12.46675,90.33247
12.27725,90.33247
12.15519,90.33247
12.48354,90.33247
12.43191,90.33247
12.43414,90.33247
12.21867,90.33247
12.12931,90.33247
12.80203,90.33247
11.70569,90.33247
12.27189,90.33247
11.64887,90.33247
12.53539,90.33247
12.4937,90.33247
12.34001,90.33247
11.64678,90.33247
11.92847,90.33247
11.76477,90.33247
11.49981,90.33247
11.61063,90.33247
11.51081,90.33247
11.34645,90.33247
11.27823,90.33247
11.23624,90.33247
11.04741,90.33247
12.65611,90.25656
13.39988,90.15535
12.78643,90.15535
13.08439,90.15535
12.24687,90.15535
12.95971,90.15535
12.79236,90.15535
12.46843,90.15535
12.18321,90.15535
13.74647,90.06679
12.80827,90.06679
13.44852,90.06679
13.92397,90.06679
12.92696,90.06679
13.0797,90.06679
13.2255,90.06679
13.15113,90.06679
12.78836,90.06679
12.78525,90.06679
12.8942,90.06679
12.57709,90.06679
12.52114,90.06679
12.38828,90.06679
12.61167,90.06679
12.5412,90.06679
12.70113,90.06679
12.39319,90.06679
12.34794,90.06679
12.19367,90.06679
12.24683,90.06679
12.57616,90.06679
12.41342,90.06679
12.34395,90.06679
12.43445,90.06679
12.01253,90.06679
12.03754,90.06679
11.7884,90.06679
11.49293,90.06679
11.31139,90.06679
13.33649,90.01365
13.47445,89.97823
12.39726,89.97823
12.674,89.97823
12.1076,89.97823
12.45073,89.97823
11.82159,89.97823
12.65338,89.97823
13.52647,89.90738
12.25166,89.84539
12.0981,89.8011
13.65015,89.8011
13.66276,89.8011
13.09768,89.8011
12.1805,89.8011
13.26527,89.8011
12.72305,89.8011
12.95316,89.8011
13.05116,89.8011
12.66408,89.8011
12.49405,89.8011
12.48832,89.8011
12.70382,89.8011
12.65505,89.8011
13.14088,89.8011
12.32397,89.8011
13.05362,89.8011
12.41124,89.8011
12.83489,89.8011
12.11239,89.8011
12.02464,89.8011
12.52037,89.8011
12.04963,89.8011
12.21194,89.8011
12.16841,89.8011
12.24495,89.8011
12.50164,89.8011
12.41478,89.8011
11.96479,89.8011
12.32009,89.8011
11.4701,89.8011
12.00875,89.8011
11.725,89.8011
12.16261,89.8011
11.84262,89.8011
11.4852,89.8011
12.57766,89.8011
11.51818,89.8011
11.21397,89.8011
11.46768,89.8011
11.68494,89.8011
12.06976,89.75682
12.81468,89.62398
13.05429,89.62398
12.921,89.62398
12.8012,89.62398
13.04957,89.62398
12.27703,89.62398
12.21043,89.62398
12.59002,89.62398
13.59952,89.58856
12.23055,89.5544
12.70596,89.53542
11.49293,89.53542
12.87794,89.53542
13.60299,89.53542
13.83274,89.53542
13.21435,89.53542
13.90392,89.53542
13.18335,89.53542
13.13783,89.53542
13.52433,89.53542
13.3728,89.53542
13.03719,89.53542
12.6234,89.53542
12.86796,89.53542
12.26603,89.53542
12.72169,89.53542
12.38186,89.53542
12.13926,89.53542
12.4173,89.53542
12.27204,89.53542
12.52944,89.53542
12.3353,89.53542
12.43331,89.53542
12.47423,89.53542
12.23245,89.53542
12.00007,89.53542
12.5805,89.53542
12.0569,89.53542
11.98917,89.53542
12.43372,89.53542
11.73413,89.53542
11.42913,89.53542
11.45744,89.53542
11.76239,89.53542
12.70989,89.49114
11.99608,89.44686
13.05309,89.44686
13.3857,89.44686
13.45609,89.44686
13.07869,89.44686
12.70223,89.44686
11.99473,89.44686
12.97916,89.42915
12.37962,89.40258
13.23484,89.3583
13.4944,89.26974
13.24869,89.26974
12.53753,89.26974
12.86223,89.26974
12.81783,89.26974
13.01161,89.26974
12.90682,89.26974
12.96029,89.26974
12.63567,89.26974
13.04018,89.26974
12.87782,89.26974
12.68945,89.26974
12.83009,89.26974
12.34904,89.26974
12.50055,89.26974
13.01067,89.26974
11.93622,89.26974
12.58628,89.26974
12.7881,89.26974
12.4922,89.26974
11.94848,89.26974
12.27382,89.26974
12.64937,89.26974
12.54982,89.26974
12.37532,89.26974
12.59029,89.26974
12.15031,89.26974
11.83917,89.26974
12.13426,89.26974
12.76852,89.26974
11.62488,89.26974
11.50065,89.26974
11.49173,89.26974
11.39697,89.26974
11.53774,89.26974
11.24072,89.26974
11.14249,89.26974
13.29331,89.09261
12.48163,89.09261
12.8668,89.09261
11.52767,89.09261
12.03185,89.00405
13.06824,89.00405
13.42874,89.00405
13.54718,89.00405
13.42863,89.00405
13.1457,89.00405
12.94639,89.00405
12.92138,89.00405
12.87108,89.00405
13.36772,89.00405
12.85444,89.00405
12.87007,89.00405
13.11154,89.00405
13.2627,89.00405
12.96206,89.00405
12.22086,89.00405
12.83396,89.00405
12.77176,89.00405
13.16296,89.00405
11.82926,89.00405
12.71593,89.00405
12.59726,89.00405
12.14058,89.00405
12.56647,89.00405
12.5877,89.00405
12.06081,89.00405
12.25168,89.00405
12.4044,89.00405
11.80895,89.00405
12.21436,89.00405
12.22321,89.00405
12.5021,89.00405
11.62052,89.00405
12.18133,89.00405
11.5579,89.00405
11.51367,89.00405
11.39806,89.00405
12.40749,89.00405
11.22943,89.00405
11.04438,89.00405
12.96978,88.91549
12.77123,88.91549
12.65664,88.91549
12.43486,88.91549
12.83609,88.91549
11.40884,88.91549
13.3919,88.89778
13.25935,88.82693
13.17375,88.73837
13.38669,88.73837
12.75586,88.73837
13.47874,88.73837
13.23228,88.73837
12.64245,88.73837
12.94068,88.73837
12.85947,88.73837
12.78974,88.73837
12.95809,88.73837
13.33205,88.73837
12.72419,88.73837
12.42369,88.73837
12.86224,88.73837
12.91454,88.73837
12.89578,88.73837
12.84282,88.73837
12.61242,88.73837
12.57725,88.73837
12.1971,88.73837
12.23637,88.73837
12.74116,88.73837
12.33604,88.73837
12.47035,88.73837
12.50445,88.73837
12.41195,88.73837
11.98748,88.73837
12.93039,88.73837
12.3525,88.73837
12.26636,88.73837
12.03263,88.73837
11.99417,88.73837
12.56543,88.73837
12.07451,88.73837
11.58977,88.73837
11.31798,88.73837
11.48703,88.73837
11.90473,88.73837
11.16043,88.73837
11.85681,88.73837
13.38028,88.72361
13.0691,88.69409
13.51651,88.56125
12.95562,88.56125
13.03727,88.56125
12.67991,88.56125
12.3428,88.56125
12.38568,88.56125
12.87079,88.56125
12.45859,88.56125
12.56436,88.51697
13.10337,88.47269
13.79398,88.47269
13.6581,88.47269
13.05427,88.47269
13.04874,88.47269
13.66348,88.47269
12.99673,88.47269
13.23095,88.47269
13.38036,88.47269
12.9731,88.47269
12.83258,88.47269
12.60214,88.47269
12.80427,88.47269
12.60761,88.47269
13.023,88.47269
12.60488,88.47269
12.8836,88.47269
12.99533,88.47269
12.21329,88.47269
12.66426,88.47269
12.66464,88.47269
12.5127,88.47269
12.60171,88.47269
12.64419,88.47269
11.6717,88.47269
12.60787,88.47269
12.31401,88.47269
12.40754,88.47269
12.50782,88.47269
12.90395,88.47269
12.17779,88.47269
12.17977,88.47269
12.24584,88.47269
11.51326,88.47269
12.08419,88.47269
11.77191,88.47269
11.83323,88.47269
12.19982,88.47269
11.72757,88.47269
11.28118,88.47269
11.59566,88.47269
11.36189,88.47269
12.59468,88.38412
13.03054,88.38412
12.50231,88.38412
11.47097,88.38412
13.87785,88.207
14.1073,88.207
13.52062,88.207
13.44988,88.207
12.98381,88.207
13.67883,88.207
13.05523,88.207
12.73675,88.207
13.07107,88.207
12.75353,88.207
12.87429,88.207
12.92001,88.207
12.87546,88.207
13.01553,88.207
12.9329,88.207
13.17239,88.207
12.70987,88.207
12.46465,88.207
13.01964,88.207
12.84438,88.207
12.65603,88.207
12.65214,88.207
12.3094,88.207
12.37788,88.207
12.89098,88.207
12.18344,88.207
12.55472,88.207
12.81497,88.207
12.64338,88.207
11.74701,88.207
12.37043,88.207
12.01935,88.207
11.9969,88.207
12.17511,88.207
11.78577,88.207
11.57747,88.207
11.88765,88.207
11.49084,88.207
11.5885,88.207
12.20399,88.11844
13.08255,88.04759
13.12985,88.02988
12.90126,88.02988
12.50732,88.02988
12.88495,88.02988
13.12518,87.9856
13.44112,87.94132
13.83934,87.94132
12.93937,87.94132
12.36044,87.94132
13.30055,87.94132
12.76434,87.94132
12.73614,87.94132
12.70989,87.94132
13.12063,87.94132
13.07242,87.94132
12.3539,87.94132
12.29937,87.94132
12.23142,87.94132
12.54494,87.94132
12.5264,87.94132
12.99641,87.94132
12.56562,87.94132
12.42994,87.94132
12.8811,87.94132
11.92242,87.94132
12.29196,87.94132
12.36318,87.94132
11.88871,87.94132
12.02306,87.94132
12.16381,87.94132
11.97692,87.94132
11.6254,87.94132
11.9184,87.94132
12.10169,87.94132
11.8899,87.94132
11.51368,87.94132
12.10949,87.94132
11.44529,87.94132
11.27569,87.94132
11.05747,87.94132
13.07876,87.85276
13.00469,87.85276
12.37464,87.85276
12.82281,87.85276
14.19267,87.67564
13.76324,87.67564
13.37841,87.67564
13.23252,87.67564
12.97822,87.67564
13.40849,87.67564
13.06273,87.67564
13.1871,87.67564
13.61156,87.67564
13.58684,87.67564
13.25437,87.67564
13.27298,87.67564
12.83556,87.67564
13.00913,87.67564
12.97809,87.67564
13.04791,87.67564
12.78839,87.67564
12.96109,87.67564
13.12541,87.67564
12.70603,87.67564
12.65269,87.67564
13.06091,87.67564
12.43369,87.67564
12.78963,87.67564
12.84441,87.67564
12.54039,87.67564
12.72431,87.67564
13.12726,87.67564
13.12494,87.67564
12.61874,87.67564
12.25347,87.67564
12.51641,87.67564
12.56369,87.67564
12.26877,87.67564
12.33887,87.67564
12.83052,87.67564
13.22547,87.67564
12.45229,87.67564
12.51003,87.67564
12.29954,87.67564
12.23053,87.67564
12.44606,87.67564
11.68283,87.67564
11.65744,87.67564
11.77568,87.67564
11.40896,87.67564
11.81878,87.67564
11.02305,87.67564
12.94051,87.63135
13.4201,87.6225
13.1671,87.6225
12.37853,87.56936
13.09094,87.54279
13.38464,87.49851
12.57382,87.49851
12.66295,87.49851
12.63708,87.49851
12.81056,87.49851
12.80193,87.49851
13.08719,87.49851
11.36492,87.40995
13.5388,87.40995
13.67588,87.40995
12.91826,87.40995
13.90271,87.40995
13.08078,87.40995
13.25154,87.40995
13.43785,87.40995
13.18661,87.40995
12.9732,87.40995
12.9154,87.40995
13.38661,87.40995
12.98928,87.40995
13.04128,87.40995
12.50513,87.40995
12.98019,87.40995
12.82403,87.40995
12.7434,87.40995
12.41356,87.40995
12.60387,87.40995
12.22322,87.40995
12.24999,87.40995
12.8315,87.40995
12.91714,87.40995
12.39421,87.40995
12.45849,87.40995
12.15757,87.40995
12.35641,87.40995
11.85694,87.40995
12.21435,87.40995
12.38801,87.40995
